IdProducto	IdFechaOrden	IdFechaProducción	IdFechaEntrega	IdCliente	IdPromoción	IdMoneda	IdTerritorio	IdOrden	NumLineaOrden	NumRevisión	Cantidad	Precio	ImporteExtendido	DescuentoUnitario	Descuento	Coste	CosteTotal	Ventas	IVA	Portes	IdSeguimiento	PONumCliente	FechaOrden	FechaProducción	FechaEntrega	Categoría	Subcategoría	Producto	Nombres	Apellidos	Género	EstadoCivil	Ciudad	País
485	20130416	20130428	20130423	14122	1	100	4	SO56298	1	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Kaitlyn	Miller	F	M	Long Beach	United States
225	20130416	20130428	20130423	14122	1	100	4	SO56298	2	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Gorra		Kaitlyn	Miller	F	M	Long Beach	United States
528	20130416	20130428	20130423	16048	1	100	8	SO56299	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Kelli	Yang	F	S	Hamburg	Germany
217	20130416	20130428	20130423	16048	1	100	8	SO56299	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, negro	Kelli	Yang	F	S	Hamburg	Germany
477	20130416	20130428	20130423	19317	1	100	7	SO56300	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Sara	Scott	F	S	Tremblay-en-France	France
539	20130416	20130428	20130423	16469	1	100	7	SO56301	1	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GM	Michele	Tang	F	S	Roncq	France
529	20130416	20130428	20130423	16469	1	100	7	SO56301	2	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Michele	Tang	F	S	Roncq	France
222	20130416	20130428	20130423	16469	1	100	7	SO56301	3	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, azul	Michele	Tang	F	S	Roncq	France
536	20130416	20130428	20130423	19375	1	100	8	SO56302	1	1	1	29,99	29,99	0	0	11,2163	11,2163	29,99	2,3992	0,7498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GM	Omar	Anand	M	S	Münster	Germany
528	20130416	20130428	20130423	19375	1	100	8	SO56302	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Omar	Anand	M	S	Münster	Germany
485	20130416	20130428	20130423	19375	1	100	8	SO56302	3	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Omar	Anand	M	S	Münster	Germany
471	20130416	20130428	20130423	19375	1	100	8	SO56302	4	1	1	63,50	63,50	0	0	23,749	23,749	63,50	5,08	1,5875	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Camiseta	Camiseta clásica, P	Omar	Anand	M	S	Münster	Germany
529	20130416	20130428	20130423	21084	1	100	7	SO56303	1	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Clarence	Deng	M	M	Paris La Defense	France
538	20130416	20130428	20130423	21084	1	100	7	SO56303	2	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Clarence	Deng	M	M	Paris La Defense	France
480	20130416	20130428	20130423	21084	1	100	7	SO56303	3	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara		Clarence	Deng	M	M	Paris La Defense	France
477	20130416	20130428	20130423	21075	1	100	8	SO56304	1	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Manuel	Rana	M	M	Saarlouis	Germany
487	20130416	20130428	20130423	21075	1	100	8	SO56304	2	1	1	54,99	54,99	0	0	20,5663	20,5663	54,99	4,3992	1,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Sistema de hidratación		Manuel	Rana	M	M	Saarlouis	Germany
529	20130416	20130428	20130423	24572	1	100	8	SO56305	1	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Carolyn	Martinez	F	M	Bonn	Germany
538	20130416	20130428	20130423	21121	1	100	7	SO56306	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Garrett	Reed	M	S	Metz	France
538	20130416	20130428	20130423	26990	1	100	8	SO56307	1	1	1	21,49	21,49	0	0	8,0373	8,0373	21,49	1,7192	0,5373	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GB	Darren	Patel	M	M	Hof	Germany
480	20130416	20130428	20130423	26990	1	100	8	SO56307	2	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara		Darren	Patel	M	M	Hof	Germany
537	20130416	20130428	20130423	12191	1	100	4	SO56308	1	1	1	35,00	35,00	0	0	13,09	13,09	35,00	2,80	0,875	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de montaña GA	Melissa	Washington	F	M	West Covina	United States
528	20130416	20130428	20130423	12191	1	100	4	SO56308	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de montaña	Melissa	Washington	F	M	West Covina	United States
472	20130416	20130428	20130423	12191	1	100	4	SO56308	3	1	1	63,50	63,50	0	0	23,749	23,749	63,50	5,08	1,5875	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Camiseta	Camiseta clásica, M	Melissa	Washington	F	M	West Covina	United States
485	20130416	20130428	20130423	12191	1	100	4	SO56308	4	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Melissa	Washington	F	M	West Covina	United States
478	20130416	20130428	20130423	12659	1	100	7	SO56309	1	1	1	9,99	9,99	0	0	3,7363	3,7363	9,99	0,7992	0,2498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de montaña	Damien	Chande	M	M	Paris	France
487	20130416	20130428	20130423	12659	1	100	7	SO56309	2	1	1	54,99	54,99	0	0	20,5663	20,5663	54,99	4,3992	1,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Sistema de hidratación		Damien	Chande	M	M	Paris	France
482	20130416	20130428	20130423	12659	1	100	7	SO56309	3	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Calcetines	Calcetines para carreras, G	Damien	Chande	M	M	Paris	France
237	20130416	20130428	20130423	12268	1	100	8	SO56310	1	1	1	49,99	49,99	0	0	38,4923	38,4923	49,99	3,9992	1,2498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Jersey	Jersey con logotipo de manga larga, SG	Edwin	Shan	M	M	Berlin	Germany
222	20130416	20130428	20130423	11580	1	98	10	SO56311	1	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, azul	Melvin	Raje	M	M	Berkshire	United Kingdom
581	20130416	20130428	20130423	16947	1	100	4	SO56312	1	1	1	1700,99	1700,99	0	0	1082,51	1082,51	1700,99	136,0792	42,5248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 350 para mujer, amarilla, 42	Savannah	Stewart	F	M	Santa Cruz	United States
214	20130416	20130428	20130423	16947	1	100	4	SO56312	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, rojo	Savannah	Stewart	F	M	Santa Cruz	United States
580	20130416	20130428	20130423	16973	1	100	4	SO56313	1	1	1	1700,99	1700,99	0	0	1082,51	1082,51	1700,99	136,0792	42,5248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 350 para mujer, amarilla, 40	Katherine	Collins	F	S	Bellflower	United States
539	20130416	20130428	20130423	16973	1	100	4	SO56313	2	1	1	24,99	24,99	0	0	9,3463	9,3463	24,99	1,9992	0,6248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GM	Katherine	Collins	F	S	Bellflower	United States
529	20130416	20130428	20130423	16973	1	100	4	SO56313	3	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Katherine	Collins	F	S	Bellflower	United States
484	20130416	20130428	20130423	16973	1	100	4	SO56313	4	1	1	7,95	7,95	0	0	2,9733	2,9733	7,95	0,636	0,1988	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Limpiador	Lavado de bicicletas: disolvente	Katherine	Collins	F	S	Bellflower	United States
483	20130416	20130428	20130423	16973	1	100	4	SO56313	5	1	1	120,00	120,00	0	0	44,88	44,88	120,00	9,60	3,00	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabicicletas		Katherine	Collins	F	S	Bellflower	United States
376	20130416	20130428	20130423	16373	1	100	1	SO56314	1	1	1	2443,35	2443,35	0	0	1554,9479	1554,9479	2443,35	195,468	61,0838	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 250, negra, 48	Sara	Cook	F	M	Kirkland	United States
529	20130416	20130428	20130423	16373	1	100	1	SO56314	2	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Sara	Cook	F	M	Kirkland	United States
540	20130416	20130428	20130423	16373	1	100	1	SO56314	3	1	1	32,60	32,60	0	0	12,1924	12,1924	32,60	2,608	0,815	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GA	Sara	Cook	F	M	Kirkland	United States
217	20130416	20130428	20130423	16373	1	100	1	SO56314	4	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, negro	Sara	Cook	F	M	Kirkland	United States
472	20130416	20130428	20130423	16373	1	100	1	SO56314	5	1	1	63,50	63,50	0	0	23,749	23,749	63,50	5,08	1,5875	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Camiseta	Camiseta clásica, M	Sara	Cook	F	M	Kirkland	United States
361	20130416	20130428	20130423	13178	1	100	1	SO56315	1	1	1	2294,99	2294,99	0	0	1251,9813	1251,9813	2294,99	183,5992	57,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, negra, 42	Megan	Gray	F	S	Woodburn	United States
485	20130416	20130428	20130423	13178	1	100	1	SO56315	2	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Megan	Gray	F	S	Woodburn	United States
359	20130416	20130428	20130423	12208	1	100	1	SO56316	1	1	1	2294,99	2294,99	0	0	1251,9813	1251,9813	2294,99	183,5992	57,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, negra, 38	Dominique	Sanchez	F	M	Bellingham	United States
485	20130416	20130428	20130423	12208	1	100	1	SO56316	2	1	1	21,98	21,98	0	0	8,2205	8,2205	21,98	1,7584	0,5495	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Guardabarros	Conjunto de guardabarros: montaña	Dominique	Sanchez	F	M	Bellingham	United States
225	20130416	20130428	20130423	12208	1	100	1	SO56316	3	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Gorra		Dominique	Sanchez	F	M	Bellingham	United States
237	20130416	20130428	20130423	12208	1	100	1	SO56316	4	1	1	49,99	49,99	0	0	38,4923	38,4923	49,99	3,9992	1,2498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Jersey	Jersey con logotipo de manga larga, SG	Dominique	Sanchez	F	M	Bellingham	United States
570	20130416	20130428	20130423	14843	1	98	10	SO56317	1	1	1	742,35	742,35	0	0	461,4448	461,4448	742,35	59,388	18,5588	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 3000, amarilla, 54	Lee	Vazquez	M	S	Leeds	United Kingdom
222	20130416	20130428	20130423	14843	1	98	10	SO56317	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, azul	Lee	Vazquez	M	S	Leeds	United Kingdom
574	20130416	20130428	20130423	29191	1	6	9	SO56318	1	1	1	2384,07	2384,07	0	0	1481,9379	1481,9379	2384,07	190,7256	59,6018	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 1000, azul, 50	Chelsea	Weber	F	S	Sydney	Australia
225	20130416	20130428	20130423	29191	1	6	9	SO56318	2	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Gorra		Chelsea	Weber	F	S	Sydney	Australia
372	20130416	20130428	20130423	19555	1	6	9	SO56319	1	1	1	2443,35	2443,35	0	0	1554,9479	1554,9479	2443,35	195,468	61,0838	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 250, roja, 58	Alejandro	Liu	M	M	Geelong	Australia
222	20130416	20130428	20130423	19555	1	6	9	SO56319	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, azul	Alejandro	Liu	M	M	Geelong	Australia
490	20130416	20130428	20130423	19555	1	6	9	SO56319	3	1	1	53,99	53,99	0	0	41,5723	41,5723	53,99	4,3192	1,3498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Jersey	Jersey clásico de manga corta, G	Alejandro	Liu	M	M	Geelong	Australia
378	20130416	20130428	20130423	13524	1	6	9	SO56320	1	1	1	2443,35	2443,35	0	0	1554,9479	1554,9479	2443,35	195,468	61,0838	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 250, negra, 52	Cheryl	Blanco	F	M	Sydney	Australia
479	20130416	20130428	20130423	13524	1	6	9	SO56320	2	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Cheryl	Blanco	F	M	Sydney	Australia
477	20130416	20130428	20130423	13524	1	6	9	SO56320	3	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Cheryl	Blanco	F	M	Sydney	Australia
372	20130416	20130428	20130423	18931	1	6	9	SO56321	1	1	1	2443,35	2443,35	0	0	1554,9479	1554,9479	2443,35	195,468	61,0838	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 250, roja, 58	Rosa	She	F	M	Townsville	Australia
540	20130416	20130428	20130423	18931	1	6	9	SO56321	2	1	1	32,60	32,60	0	0	12,1924	12,1924	32,60	2,608	0,815	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta de carretera GA	Rosa	She	F	M	Townsville	Australia
529	20130416	20130428	20130423	18931	1	6	9	SO56321	3	1	1	3,99	3,99	0	0	1,4923	1,4923	3,99	0,3192	0,0998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara	Cubierta para cámara de carretera	Rosa	She	F	M	Townsville	Australia
480	20130416	20130428	20130423	18931	1	6	9	SO56321	4	1	1	2,29	2,29	0	0	0,8565	0,8565	2,29	0,1832	0,0573	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Cubierta y cámara		Rosa	She	F	M	Townsville	Australia
363	20130416	20130428	20130423	11750	1	6	9	SO56322	1	1	1	2294,99	2294,99	0	0	1251,9813	1251,9813	2294,99	183,5992	57,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, negra, 46	Latoya	She	F	M	Newcastle	Australia
487	20130416	20130428	20130423	11750	1	6	9	SO56322	2	1	1	54,99	54,99	0	0	20,5663	20,5663	54,99	4,3992	1,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Sistema de hidratación		Latoya	She	F	M	Newcastle	Australia
355	20130416	20130428	20130423	12671	1	6	9	SO56323	1	1	1	2319,99	2319,99	0	0	1265,6195	1265,6195	2319,99	185,5992	57,9998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, plateada, 42	Alan	Huang	M	S	Rockhampton	Australia
353	20130416	20130428	20130423	12673	2	6	9	SO56324	1	1	1	2319,99	2319,99	0	0	1265,6195	1265,6195	2319,99	185,5992	57,9998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, plateada, 38	Colin	Stone	M	M	Melbourne	Australia
478	20130416	20130428	20130423	12673	1	6	9	SO56324	2	1	1	9,99	9,99	0	0	3,7363	3,7363	9,99	0,7992	0,2498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de montaña	Colin	Stone	M	M	Melbourne	Australia
477	20130416	20130428	20130423	12673	1	6	9	SO56324	3	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Colin	Stone	M	M	Melbourne	Australia
566	20130416	20130428	20130423	26484	1	100	4	SO56325	1	1	1	742,35	742,35	0	0	461,4448	461,4448	742,35	59,388	18,5588	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 3000, azul, 58	Fernando	Patterson	M	S	Bellflower	United States
570	20130416	20130428	20130423	26485	1	100	1	SO56326	1	1	1	742,35	742,35	0	0	461,4448	461,4448	742,35	59,388	18,5588	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 3000, amarilla, 54	Jason	Bryant	M	M	Renton	United States
361	20130416	20130428	20130423	12001	1	6	9	SO56327	1	1	1	2294,99	2294,99	0	0	1251,9813	1251,9813	2294,99	183,5992	57,3748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de montaña	Montaña: 200, negra, 42	Shannon	Yang	F	S	Goulburn	Australia
478	20130416	20130428	20130423	12001	1	6	9	SO56327	2	1	1	9,99	9,99	0	0	3,7363	3,7363	9,99	0,7992	0,2498	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de montaña	Shannon	Yang	F	S	Goulburn	Australia
477	20130416	20130428	20130423	12001	1	6	9	SO56327	3	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Shannon	Yang	F	S	Goulburn	Australia
225	20130416	20130428	20130423	12001	1	6	9	SO56327	4	1	1	8,99	8,99	0	0	6,9223	6,9223	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Prenda	Gorra		Shannon	Yang	F	S	Goulburn	Australia
564	20130416	20130428	20130423	24959	1	100	4	SO56328	1	1	1	2384,07	2384,07	0	0	1481,9379	1481,9379	2384,07	190,7256	59,6018	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 1000, amarilla, 60	Kristy	Blanco	F	S	Berkeley	United States
214	20130416	20130428	20130423	24959	1	100	4	SO56328	2	1	1	34,99	34,99	0	0	13,0863	13,0863	34,99	2,7992	0,8748	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Casco	Casco deportivo: 100, rojo	Kristy	Blanco	F	S	Berkeley	United States
576	20130416	20130428	20130423	11739	1	19	6	SO56329	1	1	1	2384,07	2384,07	0	0	1481,9379	1481,9379	2384,07	190,7256	59,6018	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de paseo	Paseo: 1000, azul, 60	Aaron	King	M	M	Shawnee	Canada
477	20130416	20130428	20130423	11739	1	19	6	SO56329	2	1	1	4,99	4,99	0	0	1,8663	1,8663	4,99	0,3992	0,1248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella		Aaron	King	M	M	Shawnee	Canada
479	20130416	20130428	20130423	11739	1	19	6	SO56329	3	1	1	8,99	8,99	0	0	3,3623	3,3623	8,99	0,7192	0,2248	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Accesorio	Portabotellas y botella	Portabotellas de carretera	Aaron	King	M	M	Shawnee	Canada
606	20130416	20130428	20130423	22886	1	100	4	SO56330	1	1	1	539,99	539,99	0	0	343,6496	343,6496	539,99	43,1992	13,4998	NULL	NULL	2013-04-16 00:00:00.000	2013-04-28 00:00:00.000	2013-04-23 00:00:00.000	Bicicleta	Bicicleta de carretera	Carretera: 750, negra, 52	Andrea	King	F	S	Grossmont	United States
